K-Ci & JoJo - All My Life - 1997,"Az All My Life című dalt, Joel JoJo Hailey és Rory Bennett testvérek készítették és írták a K-Ci & JoJo debütáló stúdióalbumára, a Love Always-re. Az All My Life kereskedelmi siker volt, három egymást követő hétig vezette a Billboard Hot 100-as listáját. ","A zenekritikusok, K-Ci & JoJo testvérpár karierjének legsikeresebb dalának minősítették az All My Life című dalt. ",All My Life a zenei listákon,"=HYPERLINK(""https://www.billboard.com/charts/hot-100/1998-04-04"",""Billboard Hot 100 (USA) - 1., 1998. április 4. - 1998. április 25."")","=HYPERLINK(""https://www.officialcharts.com/search/singles/all%20my%20life/"",""Official Charts (UK) - 8., 1998. május 18."")","=HYPERLINK(""https://www.offiziellecharts.de/titel-details-3687"",""Offizielle Deutsche Charts (DE) - 5., 1998. május 13."")",K-Ci & JoJo All My Life a YouTube oldalán,https://www.youtube.com/watch?v=DXvMT_mVbqw,https://youtu.be/DXvMT_mVbqw,2019. szeptember 26-án,"168,221,748 megtekintés",803K like,35K dislike,"22,926 komment",K-Ci & JoJo All My Life című dalának adatai,All My Life,K-Ci & JoJo,Love Always,Contemporary R&B,1997,"Jelölés: Grammy-díj: A legjobb R&B dal, A Billboard Music Award: Az R&B Singles Év Airplay pályája",Tudj meg még többet K-Ci & JoJo All My Life című daláról,"=HYPERLINK(""https://en.wikipedia.org/wiki/All_My_Life_(K-Ci_%26_JoJo_song)"",""Wikipedia "")","=HYPERLINK(""https://www.deezer.com/hu/track/80858850?autoplay=true"",""Deezer"")","=HYPERLINK(""https://open.spotify.com/album/5cmtcMzuUZq8vxS5T7NVPu"",""Spotify"")","=HYPERLINK(""https://play.google.com/music/preview/Tglb4lwzorexa5bewlhtskk7vau?play=1"",""Google Play"")",K-Ci & JoJo All My Life dalszöveg,"=HYPERLINK(""https://www.azlyrics.com/lyrics/kcijojo/allmylife.html"",""K-Ci & JoJo All My Life dalszöveg"")"
Too Close - Next - 1997,"A Too Close című dal, 1997 szeptemberében jelent meg, a második singlként az együttes Rated Next debütáló albumáról. A dal elérte az első helyet a Billboard Hot 100-as listán és az R&B listáiban. Az együttes legnagyobb és legismertebb slágere lett. ","A Too Close hamar platina lemez lett, négy hétig vezette a Billboard Hot 100-as listáját. ",Too Close zenei listákon,"=HYPERLINK(""https://www.billboard.com/charts/hot-100/1998-04-25"",""Billboard Hot 100 (USA) - 1., 1998. április 25. - 1998. május 23."")","=HYPERLINK(""https://www.officialcharts.com/search/singles/too%20close/"",""Official Charts (UK) - 24., 1998. június 6."")","=HYPERLINK(""https://www.offiziellecharts.de/titel-details-3727"",""Offizielle Deutsche Charts (DE) - 43., 1998. május 11."")",Next Too Close a YouTube oldalán,https://www.youtube.com/watch?v=kwEZRPkAAu8,https://youtu.be/kwEZRPkAAu8,2019. szeptember 26-án,"72,234,529 megtekintés",355K like,18K dislike,"13,060 komment",Next Too Close című dalának adatai,Too Close,Next,Rated Next,R&B,1997,,Tudj meg még többet Next Too Close című daláról ,"=HYPERLINK(""https://en.wikipedia.org/wiki/Too_Close_(Next_song)"",""Wikipedia "")","=HYPERLINK(""https://www.deezer.com/hu/track/101516634"",""Deezer"")","=HYPERLINK(""https://open.spotify.com/album/6OlIbU9i7OaBrBqx7ZYAFS"",""Spotify"")","=HYPERLINK(""https://play.google.com/store/music/album/Next_Too_Close_EP?id=Bjlwzvtefc3xomdo6jpeiop27ea&tid=song-Tzbn7w4abyogvrlsgkkd7pib2ku"",""Google Play"")",Next Too Close dalszöveg,"=HYPERLINK(""https://www.azlyrics.com/lyrics/next/tooclose.html"",""Next Too Close dalszöveg"")"
My All - Mariah Carey - 1997,"Az Egyesült Államokban, a My All című dal lett Carey tizenharmadik dala, mely a Billboard Hot 100-as listát élére került. ","A dalt Mariah Carey és Walter Afanasieff írta és készítette. A My All című dal, latin gitár akkord dallamok körül épül és finoman használja a latin ütős hangszereket a megszokott R&B stílus mellett.",My All a zenei listákon,"=HYPERLINK(""billboard.com/charts/hot-100/1998-05-23"",""Billboard Hot 100 (USA) - 1., 1998. május 23. - 1998. május 30."")","=HYPERLINK(""https://www.officialcharts.com/search/singles/my%20all/"",""Official Charts (UK) - 4., 1998. június 13."")","=HYPERLINK(""https://www.offiziellecharts.de/titel-details-3695"",""Offizielle Deutsche Charts (DE) - 30., 1998. június 1."")",Mariah Carey My All a YouTube oldalán,https://www.youtube.com/watch?v=mIhI23gBBPQ,https://youtu.be/mIhI23gBBPQ,2019. szeptember 27-én,"137,575,168 megtekintés",538K like,19K dislike,"19,710 komment",Mariah Carey My All című dalának adatai,My All,Mariah Carey,Butterfly,Contemporary R&B,1997,,Tudj meg még többet Mariah Carey My All című daláról,"=HYPERLINK(""https://en.wikipedia.org/wiki/My_All"",""Wikipedia "")","=HYPERLINK(""https://www.deezer.com/hu/track/15213062?autoplay=true"",""Deezer"")","=HYPERLINK(""https://open.spotify.com/album/7aDBFWp72Pz4NZEtVBANi9"",""Spotify"")","=HYPERLINK(""https://play.google.com/music/preview/Tiuerm5q3ga7bkna6wnz2sbt2ai?play=1"",""Google Play"")",Mariah Carey My All dalszöveg,"=HYPERLINK(""https://www.azlyrics.com/lyrics/mariahcarey/myall.html"",""Mariah Carey My All dalszöveg"")"
Too Close - Next - 1997,"A Too Close című dal, 1997 szeptemberében jelent meg, a második singlként az együttes Rated Next debütáló albumáról. A dal elérte az első helyet a Billboard Hot 100-as listán és az R&B listáiban. Az együttes legnagyobb és legismertebb slágere lett. ","A Too Close hamar platina lemez lett, négy hétig vezette a Billboard Hot 100-as listáját. ",Too Close zenei listákon,"=HYPERLINK(""https://www.billboard.com/charts/hot-100/1998-05-30"",""Billboard Hot 100 (USA) - 1., 1998. május 30. - 1998. június 6."")","=HYPERLINK(""https://www.officialcharts.com/search/singles/too%20close/"",""Official Charts (UK) - 24., 1998. június 6."")","=HYPERLINK(""https://www.offiziellecharts.de/titel-details-3727"",""Offizielle Deutsche Charts (DE) - 43., 1998. május 11."")",Next Too Close a YouTube oldalán,https://www.youtube.com/watch?v=kwEZRPkAAu8,https://youtu.be/kwEZRPkAAu8,2019. szeptember 27-én,"72,234,529 megtekintés",355K like,18K dislike,"13,060 komment",Next Too Close című dalának adatai,Too Close,Next,Rated Next,R&B,1997,,Tudj meg még többet Next Too Close című daláról ,"=HYPERLINK(""https://en.wikipedia.org/wiki/Too_Close_(Next_song)"",""Wikipedia "")","=HYPERLINK(""https://www.deezer.com/hu/track/101516634"",""Deezer"")","=HYPERLINK(""https://open.spotify.com/album/6OlIbU9i7OaBrBqx7ZYAFS"",""Spotify"")","=HYPERLINK(""https://play.google.com/store/music/album/Next_Too_Close_EP?id=Bjlwzvtefc3xomdo6jpeiop27ea&tid=song-Tzbn7w4abyogvrlsgkkd7pib2ku"",""Google Play"")",Next Too Close dalszöveg,"=HYPERLINK(""https://www.azlyrics.com/lyrics/next/tooclose.html"",""Next Too Close dalszöveg"")"
The Boy Is Mine - Brandy & Monica - 1998,"Az 1998-as, The Boy Is Mine című dalt, Michael Jackson és Paul McCartney 1982-es duettje a The Girl Is Mine című dala ihlette. Az USA-ban 13 hétig vezette a Billboard Hot 100-as listát. ","A Billboard Hot 100-as diagram történetében a második dal lett, amely közvetlenül az első helyre emelkedett a listán. Továbbá a The Boy Is Mine című dal, Grammy-díjat nyert a Legjobb R & B Performance, duó vagy csoport kategóriában. ",The Boy Is Mine a zenei listákon,"=HYPERLINK(""https://www.billboard.com/charts/hot-100/1998-06-06?rank=1"",""Billboard Hot 100 (USA) - 1., 1998. június 6. - 1998. szeptember 5."")","=HYPERLINK(""https://www.officialcharts.com/search/singles/the%20boy%20is%20mine/"",""Official Charts (UK) - 2., 1998. június 6."")","=HYPERLINK(""https://www.offiziellecharts.de/titel-details-3709"",""Offizielle Deutsche Charts (DE) - 5., 1998. június 22."")",Brandy & Monica The Boy Is Mine a YouTube oldalán,https://www.youtube.com/watch?v=jBmkCoiHC2c,https://youtu.be/jBmkCoiHC2c,2019. szeptember 27-én,"68,292,266 megtekintés",299K like,10K dislike,"10,657 komment",Brandy & Monica The Boy Is Mine című dalának adatai,The Boy Is Mine,Brandy & Monica,The Boy Is Mine,"Contemporary R&B, R&B/Soul",1998,"Grammy-díj: A Legjobb R & B Performance, duó vagy csoport kategória",Tudj meg még többet Brandy & Monica The Boy Is Mine című daláról,"=HYPERLINK(""https://en.wikipedia.org/wiki/The_Boy_Is_Mine_(song)"",""Wikipedia "")","=HYPERLINK(""https://www.deezer.com/hu/track/662355?autoplay=true"",""Deezer"")","=HYPERLINK(""https://open.spotify.com/album/1Co6e9ag1gRKcWdG7xKcCi"",""Spotify"")","=HYPERLINK(""https://play.google.com/music/preview/T7keb7nwkz4zie6lvan5yq23bry?play=1"",""Google Play"")",Brandy & Monica The Boy Is Mine dalszöveg,"=HYPERLINK(""https://www.azlyrics.com/lyrics/brandy/theboyismine.html"",""Brandy & Monica The Boy Is Mine dalszöveg"")"
I Don't Want To Miss A Thing - Aerosmith - 1998,"Az 1998-ban megjelent I Don't Want To Miss A Thing című dal, az Armageddon című film betétdala ként vált híressé. A dal már a debütálásakor átvette a vezetést a Billboard Hot 100-as listáján, 4 hétig uralta. ","Érdekesség, hogy a dalt Oscar-díjra jelölték a legjobb eredeti dalként és az Arany Málna-díjra is mely, a legrosszabb eredeti dal kategória volt.",I Don't Want To Miss A Thing a zenei listákon,"=HYPERLINK(""https://www.billboard.com/charts/hot-100/1998-09-05"",""Billboard Hot 100 (USA) - 1., 1998. szeptember 5. - 1998. október 3."")","=HYPERLINK(""https://www.officialcharts.com/search/singles/i%20don't%20want%20to%20miss%20a%20thing/"",""Official Charts (UK) - 4., 1998. szeptember 12."")","=HYPERLINK(""https://www.offiziellecharts.de/titel-details-3725"",""Offizielle Deutsche Charts (DE) - 1., 1998. augusztus 3."")",Aerosmith I Don't Want To Miss A Thing a YouTube oldalán,https://www.youtube.com/watch?v=JkK8g6FMEXE,https://youtu.be/JkK8g6FMEXE,2019. szeptember 27-én,"253,190,862 megtekintés",1.5M like,46K dislike,"40,928 komment",Aerosmith I Don't Want To Miss A Thing című dalának adatai,I Don't Want To Miss A Thing,Aerosmith,I Don’t Want to Miss a Thing,"Hard rock, power pop",1998,"Jelölés: Oscar-díj: A legjobb eredeti dal, Grammy-díj: Az év daláért, A Billboard zenei díj: Az év hangversenyéért",Tudj meg még többet Aerosmith I Don't Want To Miss A Thing című daláról,"=HYPERLINK(""https://en.wikipedia.org/wiki/I_Don%27t_Want_to_Miss_a_Thing"",""Wikipedia "")","=HYPERLINK(""https://www.deezer.com/hu/track/624823?autoplay=true"",""Deezer"")","=HYPERLINK(""https://open.spotify.com/album/4f7HKjBnjpMsDBDTHYV890"",""Spotify"")","=HYPERLINK(""https://play.google.com/music/preview/Tkhyl5ugsxgb2gnof26otmmujfu?play=1"",""Google Play"")",Aerosmith I Don't Want To Miss A Thing dalszöveg,"=HYPERLINK(""https://www.azlyrics.com/lyrics/aerosmith/idontwanttomissathing.html"",""Aerosmith I Don't Want To Miss A Thing dalszöveg"")"
The First Night - Monica - 1998,"The First Night című dalt 1998. július 7-én adták ki az Arista Records albumának második kislemezeként. Kiadás szempontjából Monica egyik legsikeresebb műve, számos listát meghódított, az USA Billboard Hot 100 és a Hot R & B / Hip-Hop Singles & Tracks listák vezetését is átvette. ","A dal hat egymást követő héten az első helyen szerepelt a Hot R & B / Hip-Hop Singles & Tracks listán. A Hot R & B / Hip-Hop Singles 1998 év végi listáinak első tízében szerepelt. A dal egy hetet töltött a Hot Dance Club Play listáján. A dal Kanadában és az Egyesült Királyságban is a tíz legjobb, Új-Zéland 20 legjobb, ausztráliai és írországi top 30 legjobbjai között is elérte a csúcsot.",The First Night a zenei listákon,"=HYPERLINK(""https://www.billboard.com/charts/hot-100/1998-10-03"",""Billboard Hot 100 (USA) - 1., 1998. október 3. - 1998. október 17."")","=HYPERLINK(""https://www.officialcharts.com/search/singles/the%20first%20night/"",""Official Charts (UK) - 6., 1998. október 17."")","=HYPERLINK(""https://www.offiziellecharts.de/titel-details-18856"",""Offizielle Deutsche Charts (DE) - 63., 1998. október 5."")",Monica The First Night a YouTube oldalán,https://www.youtube.com/watch?v=ImynIRpbQLE,https://youtu.be/ImynIRpbQLE,2019. szeptember 27-én,"6,847,288 megtekintés",29K like,1K dislike,"1,634 komment",Monica The First Night című dalának adatai,The First Night,Monica,The Boy Is Mine,"Contemporary R&B, R&B/Soul",1998,,Tudj meg még többet Monica The First Night című daláról,"=HYPERLINK(""https://en.wikipedia.org/wiki/The_First_Night"",""Wikipedia "")","=HYPERLINK(""https://www.deezer.com/hu/track/92720986?autoplay=true"",""Deezer"")","=HYPERLINK(""https://open.spotify.com/album/6mIyViyBHV4eoQqI4JZByh"",""Spotify"")","=HYPERLINK(""https://play.google.com/music/preview/Tsmv6j5iep32r6dhzsk2us7zmqa?play=1"",""Google Play"")",Monica The First Night dalszöveg,"=HYPERLINK(""https://www.azlyrics.com/lyrics/monica/thefirstnight.html"",""Monica The First Night dalszöveg"")"
One Week - Barenaked Ladies - 1998,"Az 1998-ban megjelent One Week című dal, a Barenaked Ladies legismertebb dala, mely számos filmadaptációban szerepelt az évek során. ",A dal figyelemre méltó számú popkultúra- referenciája miatt és továbbra is a zenekar legismertebb dala az Egyesült Államokban. Véletlen egybeesésként a dal egy hétig vezette a Billboard Hot 100-as listáját. ,One Week a zenei listákon,"=HYPERLINK(""https://www.billboard.com/charts/hot-100/1998-10-17"",""Billboard Hot 100 (USA) - 1., 1998. október 17. - 1998. október 24."")","=HYPERLINK(""https://www.officialcharts.com/search/singles/one%20week/"",""Official Charts (UK) - 5., 1999. február 20."")",-,Barenaked Ladies One Week a YouTube oldalán,https://www.youtube.com/watch?v=fC_q9KPczAg,https://youtu.be/fC_q9KPczAg,2019. szeptember 27-én,"22,899,711 megtekintés",115K like,4.7K dislike,"10,100 komment",Barenaked Ladies One Week című dalának adatai,One Week,Barenaked Ladies,Stunt,Pop,1998,"Jelölés: Grammy-díj: A legjobb pop-előadásért duó vagy énekescsoport, MTV Video Music Award: A legjobb művészeti rendezés",Tudj meg még többet Barenaked Ladies One Week című daláról,"=HYPERLINK(""https://en.wikipedia.org/wiki/One_Week_(song)"",""Wikipedia "")","=HYPERLINK(""https://www.deezer.com/hu/track/535034112?autoplay=true"",""Deezer"")","=HYPERLINK(""https://open.spotify.com/album/6oZz0e1uDETS34E9sODGkj"",""Spotify"")","=HYPERLINK(""https://play.google.com/music/preview/T3zhsabwalkih2bcf546sfkg3ye?play=1"",""Google Play"")",Barenaked Ladies One Week dalszöveg,"=HYPERLINK(""https://genius.com/Barenaked-ladies-one-week-lyrics"",""Barenaked Ladies One Week dalszöveg"")"
The First Night - Monica - 1998,"The First Night című dalt 1998. július 7-én adták ki az Arista Records albumának második kislemezeként. Kiadás szempontjából Monica egyik legsikeresebb műve, számos listát meghódított, az USA Billboard Hot 100 és a Hot R & B / Hip-Hop Singles & Tracks listák vezetését is átvette. ","A dal hat egymást követő héten az első helyen szerepelt a Hot R & B / Hip-Hop Singles & Tracks listán. A Hot R & B / Hip-Hop Singles 1998 év végi listáinak első tízében szerepelt. A dal egy hetet töltött a Hot Dance Club Play listáján. A dal Kanadában és az Egyesült Királyságban is a tíz legjobb, Új-Zéland 20 legjobb, ausztráliai és írországi top 30 legjobbjai között is elérte a csúcsot.",The First Night a zenei listákon,"=HYPERLINK(""https://www.billboard.com/charts/hot-100/1998-10-24"",""Billboard Hot 100 (USA) - 1., 1998. október 24. - 1998. november 14."")","=HYPERLINK(""https://www.officialcharts.com/search/singles/the%20first%20night/"",""Official Charts (UK) - 6., 1998. október 17."")","=HYPERLINK(""https://www.offiziellecharts.de/titel-details-18856"",""Offizielle Deutsche Charts (DE) - 63., 1998. október 5."")",Monica The First Night a YouTube oldalán,https://www.youtube.com/watch?v=ImynIRpbQLE,https://youtu.be/ImynIRpbQLE,2019. szeptember 27-én,"6,847,288 megtekintés",29K like,1K dislike,"1,634 komment",Monica The First Night című dalának adatai,The First Night,Monica,The Boy Is Mine,"Contemporary R&B, R&B/Soul",1998,,Tudj meg még többet Monica The First Night című daláról,"=HYPERLINK(""https://en.wikipedia.org/wiki/The_First_Night"",""Wikipedia "")","=HYPERLINK(""https://www.deezer.com/hu/track/92720986?autoplay=true"",""Deezer"")","=HYPERLINK(""https://open.spotify.com/album/6mIyViyBHV4eoQqI4JZByh"",""Spotify"")","=HYPERLINK(""https://play.google.com/music/preview/Tsmv6j5iep32r6dhzsk2us7zmqa?play=1"",""Google Play"")",Monica The First Night dalszöveg,"=HYPERLINK(""https://www.azlyrics.com/lyrics/monica/thefirstnight.html"",""Monica The First Night dalszöveg"")"
Doo Wop - Lauryn Hill - 1998,"A Doo Wop című dal, Lauryn Hill debütáló albumának kislemeze, mely 1998-ban jelent meg. Sikerességét mi sem bizonyítja jobban, mint, hogy két héig vezette a Billboard Hot 100-as listáját. ","A produkciós érték szempontjából, Hill nagymértékben kölcsönöz a soul zene és a doo-wop elemeiből , hitelességet adva a dal címének.",Doo Wop a zenei listákon,"=HYPERLINK(""https://www.billboard.com/charts/hot-100/1998-11-14"",""Billboard Hot 100 (USA) - 1., 1998. november 14. - 1998. november 28."")","=HYPERLINK(""https://www.officialcharts.com/search/singles/doo%20wop/"",""Official Charts (UK) - 3., 1998. október 3."")","=HYPERLINK(""https://www.offiziellecharts.de/titel-details-3773"",""Offizielle Deutsche Charts (DE) - 17., 1998. szeptember 28."")",Lauryn Hill Doo Wop a YouTube oldalán,https://www.youtube.com/watch?v=T6QKqFPRZSA,https://youtu.be/T6QKqFPRZSA,2019. szeptember 27-én,"90,112,662 megtekintés",527K like,15k dislike,"14,285 komment",Lauryn Hill Doo Wop című dalának adatai,Doo Wop,Lauryn Hill,The Miseducation of Lauryn Hill,"Hip hop,R&B",1998,,Tudj meg még többet Lauryn Hill Doo Wop című daláról,"=HYPERLINK(""https://en.wikipedia.org/wiki/Doo_Wop_(That_Thing)"",""Wikipedia "")","=HYPERLINK(""https://www.deezer.com/hu/track/13144378?autoplay=true"",""Deezer"")","=HYPERLINK(""https://open.spotify.com/album/5eJCacLF07CBGvE5QbS6C8"",""Spotify"")","=HYPERLINK(""https://play.google.com/music/preview/Tgja4tgija6jtlf7x6hh5djhxvq?play=1"",""Google Play"")",Lauryn Hill Doo Wop dalszöveg,"=HYPERLINK(""https://www.azlyrics.com/lyrics/laurynhill/doowopthatthing.html"",""Lauryn Hill Doo Wop dalszöveg"")"
Lately - Divine - 1998,"A dalt 1998 augusztusában adták ki a csoport debütáló kislemezeként. 1998. november 28-án elérte a Billboard Hot 100-as lista első helyét, egy hét vezette azt. ","Az evangélium ihlette dalt végül kiadták a nemzetközi piacokon is, ám másutt nem volt olyan nagy hatással, mint Észak-Amerikában.",Lately a zenei listákon,"=HYPERLINK(""https://www.billboard.com/charts/hot-100/1998-11-28"",""Billboard Hot 100 (USA) - 1., 1998. november 28. - 1998. december 5."")",-,"=HYPERLINK(""https://www.offiziellecharts.de/titel-details-237350"",""Offizielle Deutsche Charts (DE) - 75., 1998. december 28."")",Divine Lately a YouTube oldalán,https://www.youtube.com/watch?v=0uOzZRgJsX8,https://youtu.be/0uOzZRgJsX8,2019. szeptember 27-én,"7,782,350 megtekintés",60K like,1.7K dislike,"2,931 komment",Divine Lately című dalának adatai,Lately,Divine,Fairy Tales,R&B,1998,,Tudj meg még többet Divine Lately című daláról,"=HYPERLINK(""https://en.wikipedia.org/wiki/Lately_(Divine_song)"",""Wikipedia "")","=HYPERLINK(""https://www.deezer.com/hu/track/350942981"",""Deezer"")","=HYPERLINK(""https://open.spotify.com/album/5VljSlqVFj6AlttWE82WC2"",""Spotify"")","=HYPERLINK(""https://play.google.com/store/music/album?id=B36ucxw3vvcumtdjpuo4pel6o4i&tid=song-Tsr6d4ytn4moea4fvamso3zgqrq"",""Google Play"")",Divine Lately dalszöveg,"=HYPERLINK(""https://genius.com/Divine-lately-lyrics"",""Divine Lately dalszöveg"")"
I'm Your Angel - R. Kelly & Celine Dion - 1998,"I'm Your Angel című dalt R. Kelly írta és készítette. A kislemez sikeres volt, hat hétig vezette a Billboard Hot 100-as listáját. ","A dal nemzetközi sikerekben is gazdag volt, a tíz legjobb slágerré vált a különféle európai országokban, köztük az Egyesült Királyságban, Írországban, Svájcban, Hollandiában és Svédországban. ",I'm Your Angel a zenei listákon,"=HYPERLINK(""https://www.billboard.com/charts/hot-100/1998-12-05?rank=1"",""Billboard Hot 100 (USA) - 1., 1998. december 5. - 1999. január 16."")","=HYPERLINK(""https://www.officialcharts.com/search/singles/i'm%20your%20angel/"",""Official Charts (UK) - 3., 1998. november 28."")","=HYPERLINK(""https://www.offiziellecharts.de/titel-details-3794"",""Offizielle Deutsche Charts (DE) - 14., 1998. november 23."")",R. Kelly & Celine Dion I'm Your Angel a YouTube oldalán,https://www.youtube.com/watch?v=61PKwZq1bNE,https://youtu.be/61PKwZq1bNE,2019. szeptember 28-án,"3,951,957 megtekintés",15K like,1K dislike,520 komment,R. Kelly & Celine Dion I'm Your Angel című dalának adatai,I'm Your Angel,R. Kelly & Celine Dion,These Are Special Times,Pop,1998,,Tudj meg még többet R. Kelly & Celine Dion I'm Your Angel című daláról,"=HYPERLINK(""https://en.wikipedia.org/wiki/I%27m_Your_Angel"",""Wikipedia "")","=HYPERLINK(""https://www.deezer.com/hu/track/62816502?autoplay=true"",""Deezer"")","=HYPERLINK(""https://open.spotify.com/album/4yRYsQZfQpzkoVWH2XCX66"",""Spotify"")","=HYPERLINK(""https://play.google.com/store/music/album?id=B5x6ito33pmlloffndxmx7fap64&tid=song-T3nc5ikof3dgfzjcw3y26vvc7ui&hl=en_US"",""Google Play"")",R. Kelly & Celine Dion I'm Your Angel dalszöveg,"=HYPERLINK(""https://genius.com/Celine-dion-im-your-angel-lyrics"",""R. Kelly & Celine Dion I'm Your Angel dalszöveg"")"
h1 /Title,h2/meta,body,1. h3,"Billboard Hot 100 (USA) - 1., 1992. január 25 - 1992. december 31.",Official Charts (UK),Offizielle Deutsche Charts (DE) ,2. h3,YouTube link,YouTube beágyazás link,Adatlap készítésének dátuma,Megtekintések,Like-ok száma,Dislike-ok száma,Kommentek száma,3. h3,Dal,Előadó - címke 1,Album,Műfaj,Kiadás éve,Díjak,4. h3,Wikipedia ,Deezer,Spotify,Google Play,5. h3,Dalszöveg link
Have You Ever? - Brandy - 1998,"Az 1998-ban megjelenő, Have You Ever? című dal Brandy második stúdió albumán jelent meg. Sikerét mi se bizonyítja jobban, mint, hogy két hétig vezette a Billboard Hot 100-as listáját. ","A dal nemzetközi szinten is elismeréseket zsebelt be, a dal Új-Zélandon elérte az első helyezést, a csúcsra jutott Ausztrália első tízében, Kanadában és az Egyesült Királyságban is sikerült elérnie a top 20-at, Írországban pedig a top 30-at.",Have You Ever? a zenei listákon,"=HYPERLINK(""https://www.billboard.com/charts/hot-100/1999-01-16?rank=1"",""Billboard Hot 100 (USA) - 1., 1999. január 16. - 1999. január 30."")","=HYPERLINK(""https://www.officialcharts.com/search/singles/have%20you%20ever_qum_/"",""Official Charts (UK) - 13., 1998. december 12."")","=HYPERLINK(""https://www.offiziellecharts.de/titel-details-16494"",""Offizielle Deutsche Charts (DE) - 58., 1999. január 25."")",Brandy Have You Ever? a YouTube oldalán,https://www.youtube.com/watch?v=UrNb397wS-A,https://youtu.be/UrNb397wS-A,2019. szeptember 28-án,"48,171,647 megtekintés",276K like,11K dislike,"8,477 komment",Brandy Have You Ever? című dalának adatai,Have You Ever?,Brandy, Never Say Never,Contemporary R&B,1998,Jelölés:  MTV Video Music Award: A legjobb R&B videó,Tudj meg még többet Brandy Have You Ever? című daláról,"=HYPERLINK(""https://en.wikipedia.org/wiki/Have_You_Ever%3F"",""Wikipedia "")","=HYPERLINK(""https://www.deezer.com/hu/track/448805242?autoplay=true"",""Deezer"")","=HYPERLINK(""https://open.spotify.com/album/1Co6e9ag1gRKcWdG7xKcCi"",""Spotify"")","=HYPERLINK(""https://play.google.com/music/preview/Tgjsqfxlcaa5k7lqahqilfmgudy?play=1"",""Google Play"")",Brandy Have You Ever? dalszöveg,"=HYPERLINK(""https://www.azlyrics.com/lyrics/brandy/haveyouever.html"",""Brandy Have You Ever? dalszöveg"")"
Baby One More Time - Britney Spears - 1998,"One One Time Time"" 1998. október 23-án jelent meg a Jive Recordson keresztül. Legalább 18 országban, köztük az Egyesült Királyságban is elérte az első helyezést a top listákon. Az Egyesült Királyságban továbbá kettős platina minősítést kapott a Brit Fonográfiai Iparágtól. ","A dal minden idők egyik legkelendőbb kislemeze, több mint 10 millió példányban kelt el. A kísérő zenei videót, Nigel Dick rendezte, egy katolikus középiskolás diákként ábrázolja Spears-t, aki arról álmodozik, hogy az iskola körül énekel, miközben távolról figyeli szerelmét. ",Baby One More Time a zenei listákon,"=HYPERLINK(""https://www.billboard.com/charts/hot-100/1999-01-30"",""Billboard Hot 100 (USA) - 1., 1999. január 30. - 1999. február 13."")",-,"=HYPERLINK(""https://www.offiziellecharts.de/titel-details-3858"",""Offizielle Deutsche Charts (DE) - 1., 1999. február 22."")",Britney Spears Baby One More Time a YouTube oldalán,https://www.youtube.com/watch?v=C-u5WLJ9Yk4,https://youtu.be/C-u5WLJ9Yk4,2019. szeptember 28-án,"438,403,492 megtekintés",1.8M like,86K dislike,"103,725 komment",Britney Spears Baby One More Time című dalának adatai,Baby One More Time,Britney Spears,Baby One More Time,"Teen Pop, Pop",1998,,Tudj meg még többet Britney Spears Baby One More Time című daláról,"=HYPERLINK(""https://en.wikipedia.org/wiki/...Baby_One_More_Time_(song)"",""Wikipedia "")","=HYPERLINK(""https://www.deezer.com/hu/track/94555728?autoplay=true"",""Deezer"")","=HYPERLINK(""https://open.spotify.com/album/3WNxdumkSMGMJRhEgK80qx"",""Spotify"")","=HYPERLINK(""https://play.google.com/music/preview/Tczsss7udaevadjgr5j3ynefbry?play=1"",""Google Play"")",Britney Spears Baby One More Time dalszöveg,"=HYPERLINK(""https://www.azlyrics.com/lyrics/britneyspears/babyonemoretime.html"",""Britney Spears Baby One More Time dalszöveg"")"
Angel Of Mine - Monica - 1998,"Monica korábbi kislemezeinek, a The Boy Is Mine és a The First Night sikere után az Angel Of Mine című dal az album harmadik kiadása lett. Továbbá harmadik dala lett, mely elérte a Billboard Hot 100-as lista élét. ","A Angel of Mine című dal, Monica egyik legnagyobb nemzetközi sikere lett az 1990-es években, karrierjének hetedik legjobb slágere lett. ",Angel Of Mine a zenei listákon,"=HYPERLINK(""https://www.billboard.com/charts/hot-100/1999-02-13"",""Billboard Hot 100 (USA) - 1., 1999. február 13. - 1999. március 13."")","=HYPERLINK(""https://www.officialcharts.com/search/singles/angel%20of%20mine/"",""Official Charts (UK) - 55., 1999. szeptember 4."")",-,Monica Angel Of Mine a YouTube oldalán,https://www.youtube.com/watch?v=3eOuK-pYhy4,https://youtu.be/3eOuK-pYhy4,2019. szeptember 28-án,"73,673,726 megtekintés",328K like,13K dislike,"9,723 komment",Monica Angel Of Mine című dalának adatai,Angel Of Mine,Monica,The Boy Is Mine,Pop,1998,,Tudj meg még többet Monica Angel Of Mine című daláról,"=HYPERLINK(""https://en.wikipedia.org/wiki/Angel_of_Mine"",""Wikipedia "")","=HYPERLINK(""https://www.deezer.com/hu/track/94312656?autoplay=true"",""Deezer"")","=HYPERLINK(""https://open.spotify.com/album/6mIyViyBHV4eoQqI4JZByh"",""Spotify"")","=HYPERLINK(""https://play.google.com/music/preview/T5rkdcz44slfubjgnpp45un73vq?play=1"",""Google Play"")",Monica Angel Of Mine dalszöveg,"=HYPERLINK(""https://www.azlyrics.com/lyrics/monica/angelofmine.html"",""Monica Angel Of Mine dalszöveg"")"
